OrderID,OrderDate,City,Category,Product,Quantity,Sales,Discount,Profit,PaymentMode
1331,2025-08-12,Pune,Clothing,Shirt,2,2147.03,15,329.04,Card
1332,2025-10-23,Jaipur,Electronics,Mouse,1,1780.25,20,353.49,UPI
1333,2025-07-30,Pune,Electronics,Mouse,3,4534.81,20,619.38,UPI
1334,2025-01-27,Jaipur,Electronics,Keyboard,5,6785.42,0,1301.41,UPI
1335,2025-10-14,Pune,Electronics,Keyboard,5,6088.71,10,1046.15,Card
1336,2025-02-28,Lucknow,Electronics,Keyboard,5,8936.4,10,2037.34,Card
1337,2025-01-29,Delhi,Furniture,Table,2,4815.8,10,1012.29,Cash
1338,2025-09-29,Delhi,Electronics,Headphones,4,5662.76,15,1282.35,Card
1339,2025-09-20,Delhi,Furniture,Chair,1,3331.24,0,672.95,Cash
1340,2025-01-29,Pune,Electronics,Headphones,4,4977.78,0,1027.15,Card
1341,2025-10-30,Delhi,Furniture,Chair,3,7537.51,0,1530.57,UPI
1342,2025-12-26,Pune,Furniture,Chair,2,5055.53,20,927.14,Card
1343,2025-11-02,Mumbai,Electronics,Mouse,3,4698.96,10,699.45,Cash
1344,2025-08-11,Mumbai,Electronics,Headphones,5,8023.62,10,1815.43,Cash
1345,2025-12-25,Jaipur,Clothing,Jeans,5,4413.68,20,938.25,Card
1346,2025-05-01,Delhi,Clothing,Jeans,4,3468.5,5,606.55,Cash
1347,2025-01-07,Jaipur,Furniture,Chair,1,3025.92,5,515.03,Card
1348,2025-05-27,Lucknow,Electronics,Mouse,2,2947.18,5,635.6,Cash
1349,2025-02-06,Delhi,Electronics,Headphones,1,1409.17,15,283.91,UPI
1350,2025-05-17,Pune,Clothing,Shirt,5,4649.81,0,1161.7,UPI
1351,2025-04-15,Mumbai,Electronics,Keyboard,2,2858.36,5,644.53,Card
1352,2025-04-11,Jaipur,Furniture,Table,5,15761.25,15,2359.15,UPI
1353,2025-09-21,Lucknow,Clothing,Shirt,5,4473.11,20,982.11,UPI
1354,2025-08-17,Lucknow,Electronics,Mouse,6,8551.42,20,1700.83,Cash
1355,2025-05-20,Delhi,Furniture,Chair,1,2653.25,0,596.68,UPI
1356,2025-06-18,Delhi,Clothing,Jeans,2,2151.71,10,386.55,Cash
1357,2025-03-04,Mumbai,Furniture,Table,4,12834.92,0,2552.16,Cash
1358,2025-04-14,Jaipur,Clothing,Shirt,3,3183.88,20,515.26,Card
1359,2025-02-16,Delhi,Furniture,Table,4,12743.72,15,1861.63,Cash
1360,2025-04-08,Jaipur,Furniture,Chair,3,9190.64,5,1630.92,Cash
1361,2025-12-01,Delhi,Clothing,Shirt,5,5317.11,5,1235.88,UPI
1362,2025-06-26,Jaipur,Electronics,Keyboard,6,7978.36,0,1962.08,UPI
1363,2025-03-25,Delhi,Furniture,Chair,3,8423.81,10,1954.32,Cash
1364,2025-10-29,Delhi,Furniture,Chair,3,8899.04,10,1651.14,Card
1365,2025-07-20,Jaipur,Clothing,Shirt,4,4199.8,10,838.38,Cash
1366,2025-12-14,Jaipur,Furniture,Table,2,5363.38,0,1056.48,Cash
1367,2025-02-25,Delhi,Furniture,Table,3,10589.6,0,2038.25,UPI
1368,2025-08-16,Delhi,Furniture,Table,1,2972.81,5,686.39,Cash
1369,2025-11-21,Pune,Furniture,Chair,1,3234.16,20,590.75,UPI
1370,2025-07-04,Delhi,Electronics,Headphones,5,7411.99,15,1045.16,Card
1371,2025-09-12,Jaipur,Electronics,Keyboard,6,9437.9,0,1619.39,Card
1372,2025-11-12,Delhi,Clothing,Shirt,5,4544.19,15,766.5,Card
1373,2025-11-15,Jaipur,Furniture,Table,1,2972.74,15,596.17,UPI
1374,2025-11-01,Lucknow,Furniture,Table,2,5659.51,0,968.55,UPI
1375,2025-11-18,Jaipur,Clothing,Jeans,2,1763.07,5,292.76,Card
1376,2025-01-25,Lucknow,Furniture,Chair,3,9979.48,10,2024.6,UPI
1377,2025-03-01,Pune,Clothing,Shirt,4,2922.99,15,549.01,UPI
1378,2025-01-25,Pune,Furniture,Chair,4,12519.79,0,2366.87,Card
1379,2025-02-17,Mumbai,Clothing,Jeans,5,5211.74,0,944.89,Card
1380,2025-06-30,Pune,Electronics,Keyboard,3,3636.68,5,575.79,UPI
1381,2025-12-08,Jaipur,Electronics,Headphones,1,1725.93,15,338.48,UPI
1382,2025-09-10,Jaipur,Furniture,Table,2,5252.08,5,1083.95,Cash
1383,2025-03-13,Mumbai,Furniture,Chair,3,7514.95,10,1317.29,Card
1384,2025-10-21,Lucknow,Electronics,Headphones,4,5509.25,10,812.14,UPI
1385,2025-03-27,Pune,Electronics,Mouse,5,6476.71,10,946.68,Cash
1386,2025-05-06,Lucknow,Clothing,Jeans,2,1983.98,20,374.98,UPI
1387,2025-06-28,Delhi,Furniture,Table,5,17520.91,15,3314.92,Cash
1388,2025-07-14,Delhi,Electronics,Mouse,4,5828.49,15,1184.27,Cash
1389,2025-06-26,Pune,Furniture,Table,4,13513.51,20,3041.43,Cash
1390,2025-10-19,Delhi,Electronics,Keyboard,2,3314.22,20,577.35,UPI
1391,2025-11-03,Jaipur,Furniture,Table,3,7959.25,20,1614.12,UPI
1392,2025-09-19,Mumbai,Furniture,Chair,1,3507.96,5,787.63,UPI
1393,2025-08-12,Pune,Clothing,Jeans,1,749.64,15,175.24,Card
1394,2025-11-13,Pune,Electronics,Keyboard,4,7057.59,5,1615.44,UPI
1395,2025-12-24,Delhi,Furniture,Chair,5,12243.54,0,2055.28,Card
1396,2025-03-02,Pune,Furniture,Chair,6,14919.92,15,2509.19,UPI
1397,2025-10-21,Delhi,Clothing,Jeans,4,4170.89,15,650.22,Cash
1398,2025-11-22,Delhi,Clothing,Shirt,1,723.09,20,136.02,UPI
1399,2025-01-04,Pune,Electronics,Headphones,2,3335.5,10,577.94,UPI
1400,2025-03-17,Lucknow,Furniture,Chair,4,14113.72,15,2267.4,Card
1401,2025-01-09,Delhi,Furniture,Chair,3,7937.57,0,1626.58,Cash
1402,2025-11-13,Pune,Furniture,Chair,6,16154.9,0,3515.04,UPI
1403,2025-11-12,Jaipur,Furniture,Table,3,8898.21,5,1845.76,UPI
1404,2025-11-11,Mumbai,Electronics,Keyboard,4,4910.19,20,1121.3,UPI
1405,2025-12-23,Pune,Clothing,Shirt,1,941.8,0,178.63,Cash
1406,2025-04-08,Lucknow,Furniture,Chair,6,15530.69,20,2326.09,UPI
1407,2025-08-14,Jaipur,Furniture,Table,1,2805.49,20,539.29,Cash
1408,2025-02-13,Jaipur,Electronics,Mouse,2,3536.86,15,760.8,Card
1409,2025-08-04,Lucknow,Furniture,Table,1,2923.57,10,627.89,Cash
1410,2025-06-17,Delhi,Furniture,Table,2,4911.37,15,726.99,UPI
1411,2025-07-21,Mumbai,Clothing,Shirt,3,2972.02,20,630.69,Cash
1412,2025-12-31,Delhi,Electronics,Mouse,6,10149.25,15,1807.09,Card
1413,2025-01-26,Delhi,Electronics,Mouse,2,2646.12,15,377.27,Cash
1414,2025-09-10,Pune,Furniture,Chair,4,13450.03,10,2228.72,Cash
1415,2025-04-07,Pune,Furniture,Chair,5,16890.53,20,2497.03,Card
1416,2025-05-28,Pune,Electronics,Keyboard,6,9670.93,5,1619.52,Cash
1417,2025-05-29,Pune,Electronics,Keyboard,4,6667.13,0,1231.41,Cash
1418,2025-02-09,Jaipur,Clothing,Shirt,1,963.66,10,206.28,Card
1419,2025-02-26,Jaipur,Clothing,Jeans,1,775.78,15,120.8,UPI
1420,2025-05-24,Lucknow,Clothing,Shirt,6,6149.16,0,1160.55,Cash
1421,2025-01-11,Jaipur,Clothing,Shirt,2,1442.43,15,250.99,UPI
1422,2025-05-11,Pune,Electronics,Keyboard,4,5350.09,5,836.21,UPI
1423,2025-08-16,Pune,Clothing,Shirt,5,4599.9,5,947.98,UPI
1424,2025-01-02,Pune,Furniture,Table,1,2403.54,5,433.34,UPI
1425,2025-01-23,Lucknow,Clothing,Shirt,2,1481.85,0,321.47,UPI
1426,2025-02-06,Jaipur,Electronics,Keyboard,1,1733.75,20,347.34,Cash
1427,2025-12-11,Delhi,Furniture,Chair,2,5495.32,5,1063.84,Cash
1428,2025-06-06,Mumbai,Clothing,Shirt,6,6248.95,20,1243.4,Card
1429,2025-01-08,Jaipur,Clothing,Shirt,1,823.01,5,184.22,Card
1430,2025-09-18,Lucknow,Electronics,Headphones,6,10226.36,0,1898.83,Cash
1431,2025-04-03,Delhi,Furniture,Table,3,8762.44,20,1462.71,Cash
1432,2025-11-04,Delhi,Furniture,Chair,2,4929.27,10,1080.35,Cash
1433,2025-05-15,Lucknow,Furniture,Table,6,15407.97,15,3523.85,Card
1434,2025-09-16,Mumbai,Furniture,Chair,3,7928.35,0,1486.25,Cash
1435,2025-04-01,Mumbai,Furniture,Chair,3,9653.04,0,2349.91,Cash
1436,2025-06-06,Pune,Electronics,Keyboard,5,8189.18,15,1835.83,Cash
1437,2025-08-06,Pune,Clothing,Shirt,4,3276.77,20,627.76,UPI
1438,2025-09-20,Pune,Clothing,Shirt,6,6398.99,10,1037.42,Cash
1439,2025-04-20,Mumbai,Clothing,Shirt,4,3558.11,20,718.05,UPI
1440,2025-06-16,Delhi,Furniture,Chair,5,15142.11,5,3595.96,Cash
1441,2025-10-09,Mumbai,Furniture,Table,6,15954.96,5,3901.44,Card
1442,2025-02-25,Pune,Clothing,Shirt,5,3627.74,5,703.01,Card
1443,2025-04-09,Delhi,Furniture,Table,4,9709.01,0,2020.46,Card
1444,2025-07-30,Lucknow,Electronics,Keyboard,2,3104.28,5,754.84,UPI
1445,2025-12-30,Jaipur,Electronics,Keyboard,5,7832.02,5,1427.32,UPI
1446,2025-09-18,Pune,Electronics,Mouse,3,4018.59,5,614.49,Card
1447,2025-10-12,Delhi,Electronics,Mouse,3,3701.8,10,785.69,UPI
1448,2025-07-12,Lucknow,Furniture,Chair,6,16399.53,20,3433.32,Card
1449,2025-11-09,Pune,Electronics,Mouse,3,4512.54,0,992.05,UPI
1450,2025-12-06,Pune,Clothing,Jeans,3,2538.58,20,506.22,Cash
1451,2025-04-21,Mumbai,Clothing,Jeans,6,5535.81,10,1002.21,Card
1452,2025-07-23,Jaipur,Electronics,Headphones,1,1593.33,5,231.41,Card
1453,2025-02-12,Pune,Electronics,Mouse,6,8462.42,15,1605.44,Cash
1454,2025-07-12,Lucknow,Clothing,Shirt,6,4870.38,0,1145.89,UPI
1455,2025-06-10,Mumbai,Furniture,Chair,5,15458.87,20,2894.08,Cash
1456,2025-06-14,Pune,Electronics,Keyboard,4,4862.85,5,755.07,Cash
1457,2025-12-09,Mumbai,Furniture,Chair,2,6107.0,0,1395.94,Card
1458,2025-11-29,Jaipur,Furniture,Table,2,5201.3,5,1203.36,Card
1459,2025-08-09,Jaipur,Electronics,Mouse,4,5583.47,20,814.33,UPI
1460,2025-10-21,Jaipur,Clothing,Shirt,5,5168.05,15,714.69,Card
1461,2025-12-28,Jaipur,Furniture,Table,1,2682.7,10,383.8,Card
1462,2025-03-12,Lucknow,Furniture,Table,1,3336.94,10,585.81,Cash
1463,2025-02-21,Jaipur,Clothing,Shirt,1,938.88,15,177.23,Card
1464,2025-10-26,Delhi,Electronics,Keyboard,5,6166.59,15,853.0,UPI
1465,2025-06-03,Jaipur,Electronics,Headphones,2,2736.56,10,654.82,Card
1466,2025-05-30,Pune,Electronics,Headphones,4,4906.16,20,954.68,Cash
1467,2025-09-04,Lucknow,Clothing,Jeans,4,3051.37,0,653.33,UPI
1468,2025-01-27,Jaipur,Clothing,Shirt,2,1988.5,10,329.85,Cash
1469,2025-04-07,Jaipur,Electronics,Headphones,2,2916.99,0,594.45,Card
1470,2025-12-08,Jaipur,Clothing,Shirt,6,5864.92,0,1373.96,Card
1471,2025-08-11,Lucknow,Clothing,Jeans,1,1064.13,20,230.31,Card
1472,2025-02-07,Pune,Clothing,Shirt,4,4245.04,10,1003.65,UPI
1473,2025-02-14,Mumbai,Electronics,Headphones,1,1383.28,0,241.93,UPI
1474,2025-03-28,Delhi,Clothing,Shirt,1,1069.3,15,246.21,Cash
1475,2025-09-15,Pune,Clothing,Shirt,3,2764.41,5,601.89,Card
1476,2025-09-07,Pune,Electronics,Mouse,4,5626.07,15,1286.59,UPI
1477,2025-02-15,Delhi,Clothing,Jeans,5,5043.0,0,1103.67,Cash
1478,2025-10-15,Delhi,Clothing,Jeans,6,4903.59,10,1007.07,Cash
1479,2025-06-29,Lucknow,Furniture,Table,2,5231.29,15,951.1,Card
1480,2025-12-29,Mumbai,Clothing,Shirt,4,3547.48,15,829.24,Cash
1481,2025-02-10,Lucknow,Electronics,Headphones,3,5372.4,0,1338.38,Card
1482,2025-11-08,Delhi,Electronics,Headphones,2,3462.22,15,550.11,Card
1483,2025-02-12,Mumbai,Electronics,Headphones,2,3097.99,20,678.91,UPI
1484,2025-07-05,Mumbai,Electronics,Keyboard,2,2999.32,0,729.28,UPI
1485,2025-11-18,Mumbai,Clothing,Jeans,5,3866.48,20,836.56,Cash
1486,2025-06-23,Jaipur,Electronics,Headphones,1,1220.65,20,227.69,UPI
1487,2025-09-04,Pune,Electronics,Mouse,1,1599.79,15,351.15,Cash
1488,2025-06-02,Pune,Electronics,Keyboard,3,4178.24,20,951.43,Cash
1489,2025-04-22,Delhi,Electronics,Keyboard,6,7536.75,20,1526.01,Cash
1490,2025-02-15,Delhi,Clothing,Jeans,6,5508.18,0,1193.22,UPI
1491,2025-01-07,Delhi,Furniture,Chair,5,14978.62,15,2340.27,Cash
1492,2025-06-18,Delhi,Clothing,Jeans,1,742.07,15,170.82,Cash
1493,2025-10-16,Mumbai,Clothing,Shirt,4,3480.52,15,671.73,Cash
1494,2025-10-08,Lucknow,Clothing,Shirt,2,1984.72,20,327.2,Card
1495,2025-11-02,Lucknow,Electronics,Mouse,5,8584.6,20,1355.73,Cash
1496,2025-04-22,Jaipur,Furniture,Chair,6,19017.87,10,2964.08,Card
1497,2025-03-03,Jaipur,Clothing,Shirt,4,3342.32,20,723.38,Card
1498,2025-02-18,Jaipur,Electronics,Headphones,4,5098.17,20,1040.03,Cash
1499,2025-06-24,Pune,Furniture,Table,5,15439.75,5,3634.19,Card
1500,2025-05-13,Pune,Clothing,Shirt,1,752.08,0,123.74,UPI
